2025-11-13 09:15:21 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 00:46:14 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:127.0.0.1 | Payload:{"Id":74,"OrderNumber":"2b649a99-cd99-4a7b-a34a-e57c1bf48f0a","CustomerId":0,"UserId":2,"Status":"completed","Subtotal":26616,"Discount":0,"TotalAmount":26616,"PromotionId":null,"Note":"momo","CreatedAt":"2025-11-21T17:46:14.121Z","UpdatedAt":"2025-11-21T17:46:14.121Z"}
2025-11-22 00:46:14 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:127.0.0.1 | Payload:[{"OrderId":74,"ProductId":43,"Quantity":1,"UnitPrice":26616,"TotalPrice":26616,"CreatedAt":"2025-11-21T17:46:14.121Z"}]
2025-11-22 00:46:14 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:127.0.0.1 | Payload:[{"ProductId":43,"Quantity":1}]
2025-11-22 00:47:13 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:127.0.0.1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 00:47:31 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:127.0.0.1 | Payload:{"Id":75,"OrderNumber":"9d680ada-3403-4394-aeb2-c2bc47db9139","CustomerId":0,"UserId":2,"Status":"pending","Subtotal":26616,"Discount":0,"TotalAmount":26616,"PromotionId":null,"Note":"momo ","CreatedAt":"2025-11-21T17:47:31.304Z","UpdatedAt":"2025-11-21T17:47:31.304Z"}
2025-11-22 00:47:31 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:127.0.0.1 | Payload:[{"OrderId":75,"ProductId":43,"Quantity":1,"UnitPrice":26616,"TotalPrice":26616,"CreatedAt":"2025-11-21T17:47:31.304Z"}]
2025-11-22 00:47:31 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:127.0.0.1 | Payload:[{"ProductId":43,"Quantity":1}]
2025-11-22 00:47:31 | User:anonymous | Action:CREATE_Payment | Entity:Payment#momo | IP:127.0.0.1 | Payload:{"OrderId":75,"Amount":26616,"ReturnUrl":"http://192.168.1.224:5173/orders","NotifyUrl":"http://192.168.1.224:5099/api/payment/momo/ipn"}
2025-11-22 16:24:32 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:127.0.0.1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 16:25:18 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:127.0.0.1 | Payload:{"Id":76,"OrderNumber":"6a36bbbc-eeba-4580-8244-e4c89b6f4740","CustomerId":0,"UserId":2,"Status":"completed","Subtotal":26616,"Discount":0,"TotalAmount":26616,"PromotionId":null,"Note":"momo","CreatedAt":"2025-11-22T09:25:18.712Z","UpdatedAt":"2025-11-22T09:25:18.712Z"}
2025-11-22 16:25:18 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:127.0.0.1 | Payload:[{"OrderId":76,"ProductId":43,"Quantity":1,"UnitPrice":26616,"TotalPrice":26616,"CreatedAt":"2025-11-22T09:25:18.712Z"}]
2025-11-22 16:25:18 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:127.0.0.1 | Payload:[{"ProductId":43,"Quantity":1}]
2025-11-22 16:26:15 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:127.0.0.1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 16:32:21 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:127.0.0.1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 16:32:53 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:127.0.0.1 | Payload:{"Id":77,"OrderNumber":"c52774b0-d5e2-41d4-ba17-5af6cdf72704","CustomerId":0,"UserId":2,"Status":"completed","Subtotal":43415,"Discount":0,"TotalAmount":43415,"PromotionId":null,"Note":"momo","CreatedAt":"2025-11-22T09:32:53.343Z","UpdatedAt":"2025-11-22T09:32:53.343Z"}
2025-11-22 16:32:53 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:127.0.0.1 | Payload:[{"OrderId":77,"ProductId":48,"Quantity":1,"UnitPrice":43415,"TotalPrice":43415,"CreatedAt":"2025-11-22T09:32:53.343Z"}]
2025-11-22 16:32:53 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:127.0.0.1 | Payload:[{"ProductId":48,"Quantity":1}]
2025-11-22 16:32:53 | User:anonymous | Action:CREATE_Payment | Entity:Payment#offlinepayment | IP:127.0.0.1 | Payload:{"OrderId":77,"Amount":43415,"Method":"cash","TransactionRef":null,"Status":"completed","CreatedAt":"2025-11-22T09:32:53.407Z"}
2025-11-22 16:33:05 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:127.0.0.1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 16:33:26 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:127.0.0.1 | Payload:{"Id":78,"OrderNumber":"00bd5cd8-e672-4633-b80f-60cb98f31f19","CustomerId":0,"UserId":2,"Status":"pending","Subtotal":15130,"Discount":0,"TotalAmount":15130,"PromotionId":null,"Note":"momo","CreatedAt":"2025-11-22T09:33:26.192Z","UpdatedAt":"2025-11-22T09:33:26.192Z"}
2025-11-22 16:33:26 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:127.0.0.1 | Payload:[{"OrderId":78,"ProductId":47,"Quantity":1,"UnitPrice":15130,"TotalPrice":15130,"CreatedAt":"2025-11-22T09:33:26.192Z"}]
2025-11-22 16:33:26 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:127.0.0.1 | Payload:[{"ProductId":47,"Quantity":1}]
2025-11-22 16:34:19 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:127.0.0.1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 16:34:53 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:127.0.0.1 | Payload:{"Id":79,"OrderNumber":"18474287-8903-4494-85fc-ad21d9f6c3d5","CustomerId":0,"UserId":2,"Status":"pending","Subtotal":15130,"Discount":0,"TotalAmount":15130,"PromotionId":null,"Note":"momo","CreatedAt":"2025-11-22T09:34:53.517Z","UpdatedAt":"2025-11-22T09:34:53.517Z"}
2025-11-22 16:34:53 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:127.0.0.1 | Payload:[{"OrderId":79,"ProductId":47,"Quantity":1,"UnitPrice":15130,"TotalPrice":15130,"CreatedAt":"2025-11-22T09:34:53.517Z"}]
2025-11-22 16:34:53 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:127.0.0.1 | Payload:[{"ProductId":47,"Quantity":1}]
2025-11-22 16:34:53 | User:anonymous | Action:CREATE_Payment | Entity:Payment#momo | IP:127.0.0.1 | Payload:{"OrderId":79,"Amount":15130,"ReturnUrl":"http://localhost:5173/orders","NotifyUrl":"https://dark-coins-flow.loca.lt/api/payment/momo/ipn"}
2025-11-22 17:16:26 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:127.0.0.1 | Payload:{"raw":"[Empty Body]"}
2025-11-22 17:17:15 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:127.0.0.1 | Payload:{"Id":80,"OrderNumber":"f15f3061-0275-4656-bbe5-63ac144ea01a","CustomerId":0,"UserId":2,"Status":"pending","Subtotal":407779,"Discount":0,"TotalAmount":407779,"PromotionId":null,"Note":"m\u00F4mnhbh","CreatedAt":"2025-11-22T10:17:14.958Z","UpdatedAt":"2025-11-22T10:17:14.958Z"}
2025-11-22 17:17:15 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:127.0.0.1 | Payload:[{"OrderId":80,"ProductId":45,"Quantity":1,"UnitPrice":407779,"TotalPrice":407779,"CreatedAt":"2025-11-22T10:17:14.958Z"}]
2025-11-22 17:17:15 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:127.0.0.1 | Payload:[{"ProductId":45,"Quantity":1}]
2025-11-22 17:17:15 | User:anonymous | Action:CREATE_Payment | Entity:Payment#momo | IP:127.0.0.1 | Payload:{"OrderId":80,"Amount":407779,"ReturnUrl":"http://localhost:5173/orders","NotifyUrl":"https://mytest123.loca.lt/api/payment/momo/ipn"}
2025-11-26 08:57:24 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin2","password":"[REDACTED]"}
2025-11-26 20:55:38 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-11-26 20:55:54 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 20:57:00 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 20:59:16 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 21:35:42 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 21:38:00 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 21:40:03 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 21:44:56 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 21:45:05 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 21:45:23 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-11-26 21:45:33 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 21:47:46 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:00:49 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:01:00 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:33:45 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:33:52 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:34:14 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-11-26 22:34:25 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:48:56 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:51:17 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 22:56:50 | User:admin | Action:UPDATE_Products | Entity:Products#1 | IP:::1 | Payload:{"id":1,"productName":"Coca Cola lon","price":314838,"sku":"mm","unit":"h\u1ED9p","categoryId":2,"supplierId":1,"isActive":true,"description":"MaiAnh","imageUrl":""}
2025-11-26 22:57:45 | User:anonymous | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"MaiAnhDo","email":"maianhdo20042203@gmail.com","phone":"0899463504","address":"maibhcbhf"}
2025-11-26 22:57:57 | User:anonymous | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"MaiAnhDo","email":"maianhdo200423@gmail.com","phone":"0899463504","address":"maibhcbhf"}
2025-11-26 22:58:06 | User:anonymous | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"MaiAnhDo","email":"maianhdo200423@gmail.com","phone":"0899463505","address":"maibhcbhf"}
2025-11-26 23:24:42 | User:anonymous | Action:CREATE_Promotions | Entity:Promotions#0 | IP:::1 | Payload:{"code":"GIAMGIA SALE","type":"percent","value":5,"minOrderAmount":11000,"maxDiscount":null,"usageLimit":null,"description":"dsfndjb","startDate":"2025-11-27","endDate":"2025-11-30","active":true}
2025-11-26 23:24:53 | User:anonymous | Action:CREATE_Promotions | Entity:Promotions#0 | IP:::1 | Payload:{"code":"GIAMGIA GAIM","type":"percent","value":5,"minOrderAmount":11000,"maxDiscount":null,"usageLimit":null,"description":"dsfndjb","startDate":"2025-11-27","endDate":"2025-11-30","active":true}
2025-11-26 23:50:33 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 23:50:55 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-26 23:55:14 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:13:37 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:15:03 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-11-27 00:15:08 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:15:40 | User:admin | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":81,"OrderNumber":"2048d849-4d5c-4821-bc58-c684c599ba75","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":328680,"Discount":32868,"TotalAmount":295812,"PromotionId":1,"Note":"test","CreatedAt":"2025-11-26T17:15:40.207Z","UpdatedAt":"2025-11-26T17:15:40.208Z"}
2025-11-27 00:22:24 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:22:50 | User:admin | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":82,"OrderNumber":"de8f0c9f-b3e8-40c8-b1e2-9c41774747fd","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":328680,"Discount":32868,"TotalAmount":295812,"PromotionId":1,"Note":"hhh","CreatedAt":"2025-11-26T17:22:49.978Z","UpdatedAt":"2025-11-26T17:22:49.978Z"}
2025-11-27 00:24:08 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:24:23 | User:admin | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":83,"OrderNumber":"7e1c5a87-284e-488e-9255-81aaabb14510","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":328680,"Discount":32868,"TotalAmount":295812,"PromotionId":1,"Note":"cs","CreatedAt":"2025-11-26T17:24:23.514Z","UpdatedAt":"2025-11-26T17:24:23.514Z"}
2025-11-27 00:25:08 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:25:34 | User:admin | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":84,"OrderNumber":"fca275a3-167d-48a0-b9bc-7a7cb23ec680","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":83536,"Discount":16707,"TotalAmount":66829,"PromotionId":3,"Note":"test","CreatedAt":"2025-11-26T17:25:34.824Z","UpdatedAt":"2025-11-26T17:25:34.824Z"}
2025-11-27 00:27:00 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:27:24 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":85,"OrderNumber":"bfd122c3-65ce-4a78-9cf3-87ba8daa0c15","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":328680,"Discount":65736,"TotalAmount":262944,"PromotionId":3,"Note":"nn","CreatedAt":"2025-11-26T17:27:24.468Z","UpdatedAt":"2025-11-26T17:27:24.468Z"}
2025-11-27 00:27:24 | User:admin | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:::1 | Payload:[{"OrderId":85,"ProductId":50,"Quantity":1,"UnitPrice":328680,"TotalPrice":328680,"CreatedAt":"2025-11-26T17:27:24.468Z"}]
2025-11-27 00:27:24 | User:admin | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:::1 | Payload:[{"ProductId":50,"Quantity":1}]
2025-11-27 00:27:25 | User:admin | Action:CREATE_Payment | Entity:Payment#offlinepayment | IP:::1 | Payload:{"OrderId":85,"Amount":262944,"Method":"cash","Status":"completed"}
2025-11-27 00:40:33 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 00:40:52 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":86,"OrderNumber":"030ced9a-3013-4906-a299-d2e420e59c39","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":328680,"Discount":0,"TotalAmount":328680,"PromotionId":null,"Note":"test in","CreatedAt":"2025-11-26T17:40:52.817Z","UpdatedAt":"2025-11-26T17:40:52.817Z"}
2025-11-27 00:40:52 | User:admin | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:::1 | Payload:[{"OrderId":86,"ProductId":50,"Quantity":1,"UnitPrice":328680,"TotalPrice":328680,"CreatedAt":"2025-11-26T17:40:52.818Z"}]
2025-11-27 00:40:53 | User:admin | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:::1 | Payload:[{"ProductId":50,"Quantity":1}]
2025-11-27 00:40:53 | User:admin | Action:CREATE_Payment | Entity:Payment#offlinepayment | IP:::1 | Payload:{"OrderId":86,"Amount":328680,"Method":"cash","Status":"completed"}
2025-11-27 13:22:05 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 13:22:39 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-11-27 13:22:44 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 13:23:38 | User:admin | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":87,"OrderNumber":"4a230537-6531-4408-85b3-06e452bfbac1","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":328680,"Discount":0,"TotalAmount":328680,"PromotionId":null,"Note":"test ","CreatedAt":"2025-11-27T06:23:38.701Z","UpdatedAt":"2025-11-27T06:23:38.703Z"}
2025-11-27 13:23:38 | User:admin | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:::1 | Payload:[{"OrderId":87,"ProductId":50,"Quantity":1,"UnitPrice":328680,"TotalPrice":328680,"CreatedAt":"2025-11-27T06:23:38.704Z"}]
2025-11-27 13:23:38 | User:admin | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:::1 | Payload:[{"ProductId":50,"Quantity":1}]
2025-11-27 13:23:38 | User:admin | Action:CREATE_Payment | Entity:Payment#offlinepayment | IP:::1 | Payload:{"OrderId":87,"Amount":328680,"Method":"cash","Status":"completed"}
2025-11-27 21:16:09 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 21:16:41 | User:anonymous | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"\u0110\u1ED7 V\u0169 Minh Anh","email":"admin@example.com","phone":"0899463508","address":null}
2025-11-27 21:17:57 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-11-27 21:18:23 | User:anonymous | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"\u0110\u1ED7 V\u0169 Minh Th\u01B0","email":null,"phone":"0899463500","address":null}
2025-11-27 21:36:29 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-11-27 21:36:56 | User:admin | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"\u0110\u1ED7 V\u0169 Nh\u01B0 \u00DD","email":null,"phone":"0899463507","address":null}
2025-11-27 21:40:08 | User:admin | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"V\u0169 Th\u1ECB \u0110\u00E0o","email":null,"phone":"0899463506","address":null}
2025-11-27 21:40:40 | User:admin | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-27 23:59:11 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-28 00:00:01 | User:anonymous | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"Ph\u1EA1m c\u00F4ng th\u00E0nh","email":null,"phone":"0899463505","address":null}
2025-11-28 00:00:08 | User:anonymous | Action:CREATE_Customers | Entity:Customers#0 | IP:::1 | Payload:{"fullName":"Ph\u1EA1m c\u00F4ng th\u00E0nh","email":null,"phone":"0899463503","address":null}
2025-11-28 00:00:27 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-28 00:16:42 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-28 00:20:37 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-28 00:21:01 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":88,"OrderNumber":"ca791a27-f219-492a-9a1c-fc548536913b","CustomerId":0,"UserId":1,"Status":"pending","Subtotal":328680,"Discount":0,"TotalAmount":328680,"PromotionId":null,"Note":"Test th\u1EED","CreatedAt":"2025-11-27T17:21:01.773Z","UpdatedAt":"2025-11-27T17:21:01.797Z"}
2025-11-28 00:21:02 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:::1 | Payload:[{"OrderId":88,"ProductId":50,"Quantity":1,"UnitPrice":328680,"TotalPrice":328680,"CreatedAt":"2025-11-27T17:21:01.798Z"}]
2025-11-28 00:21:02 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:::1 | Payload:[{"ProductId":50,"Quantity":1}]
2025-11-28 00:21:02 | User:anonymous | Action:CREATE_Payment | Entity:Payment#offlinepayment | IP:::1 | Payload:{"OrderId":88,"Amount":328680,"Method":"cash","Status":"completed"}
2025-11-28 00:25:52 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create-temp | IP:::1 | Payload:{"raw":"[Empty Body]"}
2025-11-28 00:26:15 | User:anonymous | Action:CREATE_Orders | Entity:Orders#create | IP:::1 | Payload:{"Id":89,"OrderNumber":"344843f6-9b39-45b5-aee0-e3dc2f6d5e83","CustomerId":0,"UserId":1,"Status":"completed","Subtotal":83536,"Discount":0,"TotalAmount":83536,"PromotionId":null,"Note":"tesi in h\u00F3a \u0111\u01A1n","CreatedAt":"2025-11-27T17:26:15.024Z","UpdatedAt":"2025-11-27T17:26:15.024Z"}
2025-11-28 00:26:15 | User:anonymous | Action:CREATE_Orderitem | Entity:Orderitem#create | IP:::1 | Payload:[{"OrderId":89,"ProductId":49,"Quantity":1,"UnitPrice":83536,"TotalPrice":83536,"CreatedAt":"2025-11-27T17:26:15.024Z"}]
2025-11-28 00:26:15 | User:anonymous | Action:CREATE_Inventory | Entity:Inventory#reduce-multiple | IP:::1 | Payload:[{"ProductId":49,"Quantity":1}]
2025-11-28 00:26:15 | User:anonymous | Action:CREATE_Payment | Entity:Payment#offlinepayment | IP:::1 | Payload:{"OrderId":89,"Amount":83536,"Method":"cash","Status":"completed"}
2025-12-02 11:17:41 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 01:17:20 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 01:23:43 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 01:46:55 | User:admin | Action:CREATE_Users | Entity:Users#0 | IP:::1 | Payload:{"username":"Man","email":"manshpypro@gmail.com","fullName":"Duong Cong Man","role":"staff","isActive":true,"password":"[REDACTED]"}
2025-12-03 01:47:53 | User:admin | Action:UPDATE_Me | Entity:Me#0 | IP:::1 | Payload:{"username":"admin","email":"admin@example.commm","fullName":"Qu\u1EA3n tr\u1ECB vi\u00EAn"}
2025-12-03 01:47:59 | User:admin | Action:UPDATE_Me | Entity:Me#0 | IP:::1 | Payload:{"username":"admin123","email":"admin@example.commm","fullName":"Qu\u1EA3n tr\u1ECB vi\u00EAn"}
2025-12-03 01:48:28 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"Man","password":"[REDACTED]"}
2025-12-03 02:02:01 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:02:07 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:02:13 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:04:02 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:04:52 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:06:42 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:06:56 | User:admin | Action:UPDATE_Me | Entity:Me#0 | IP:::1 | Payload:{"username":"admin123","email":"admin@example.com","fullName":"Qu\u1EA3n tr\u1ECB vi\u00EAn"}
2025-12-03 02:07:03 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin","password":"[REDACTED]"}
2025-12-03 02:07:05 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin123","password":"[REDACTED]"}
2025-12-03 02:12:32 | User:admin123 | Action:UPDATE_Users | Entity:Users#1 | IP:::1 | Payload:{"username":"admin123","email":"admin@example.com","fullName":"Qu\u1EA3n tr\u1ECB vi\u00EAn","role":"admin","isActive":true,"password":"[REDACTED]"}
2025-12-03 02:12:42 | User:anonymous | Action:CREATE_Auth | Entity:Auth#login | IP:::1 | Payload:{"username":"admin123","password":"[REDACTED]"}
